ID_UC;Código UC;Informações Gerais;Nome da UC;Esfera Administrativa;Categoria de Manejo;Categoria IUCN;UF;Ano de Criação;Ano do ato legal mais recente;Ato Legal de Criação;Outros atos legais;Municípios Abrangidos;Plano de Manejo;Conselho Gestor;Órgão Gestor;Fonte da Área: (1 = SHP, 0 = Ato legal);Área soma biomas;Área soma Biomas Continental;Área Ato Legal de Criação;Bioma Área (ha);Amazônia;Caatinga;Cerrado;Mata Atlântica;Pampa;Pantanal;Área Marinha;Bioma declarado;% Além da linha de costa;Grupo;PI;US;Recortes (ha);Mar Territorial;Município Costeiro;Município Costeiro + Área Marinha;Programa/Projeto;Sítios do Patrimônio Mundial;Sítios Ramsar;Mosaico;Reserva da Biosfera;Qualidade dos dados georreferenciados;Código WDPA;Data da publicação no CNUC;Data da última certificação dos dados pelo Órgão Gestor
2.319;0000.32.2319;;MONUMENTO NATURAL ESTADUAL SERRA DAS TORRES;Estadual;Monumento Natural;Category III;ES;2010;2010;Lei ordinária 9463 de 11/06/2010;Revisão dos limites: Lei ordinária 9488 de 13/07/2010;ATÍLIO VIVACQUA (ES) - MIMOSO DO SUL (ES) - MUQUI (ES);Não;Não;INSTITUTO ESTADUAL DE MEIO AMBIENTE E RECURSOS HÍDRICOS DO ESPÍRITO SANTO - ES;1;10.453;10.453;10.459;;0;0;0;10.453;0;0;0;Mata Atlântica;0,0%;Proteção Integral;1;0;;0;0;0;;;;;Mata Atlântica;Polígono corresponde ao memorial descritivo;555576165;13/10/2011 09:38:10;sexta-feira, 14 de fevereiro de 2025
2.344;0000.32.2344;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FLORINDO VIDAS;Estadual;Reserva Particular do Patrimônio Natural;Category IV;ES;2008;2008;Outros 08-R de 23/04/2008;Sem informação.;IÚNA (ES);Não;Não;INSTITUTO ESTADUAL DE MEIO AMBIENTE E RECURSOS HÍDRICOS DO ESPÍRITO SANTO - ES;1;1;1;1;;0;0;0;1;0;0;0;Mata Atlântica;0,0%;Uso Sustentável;0;1;;0;0;0;;;;;Mata Atlântica;Polígono é uma estimativa dos limites da UC;555576196;02/10/2013 16:13:35;sexta-feira, 31 de agosto de 2012
2.345;0000.32.2345;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MUTUM PRETO;Estadual;Reserva Particular do Patrimônio Natural;Category IV;ES;2007;2017;Outros 003- N de 19/01/2007;Convalidação de Ato Legal pretérito: Portaria 001-R de 03/01/2017;LINHARES (ES);Não;Não;INSTITUTO ESTADUAL DE MEIO AMBIENTE E RECURSOS HÍDRICOS DO ESPÍRITO SANTO - ES;1;378;378;379;;0;0;0;378;0;0;0;Mata Atlântica;0,0%;Uso Sustentável;0;1;;0;1;1;;;;Foz do Rio Doce;Mata Atlântica;Polígono é uma estimativa dos limites da UC;555636631;14/11/2016 10:51:15;sexta-feira, 11 de novembro de 2016
2.346;0000.32.2346;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RECANTO DAS ANTAS;Estadual;Reserva Particular do Patrimônio Natural;Category IV;ES;2007;2017;Outros 018-N de 23/07/2007;Convalidação de Ato Legal pretérito: Portaria 001-R de 03/01/2017;LINHARES (ES);Não;Não;INSTITUTO ESTADUAL DE MEIO AMBIENTE E RECURSOS HÍDRICOS DO ESPÍRITO SANTO - ES;1;2.246;2.246;2.202;;0;0;0;2.246;0;0;0;Mata Atlântica;0,0%;Uso Sustentável;0;1;;0;1;1;;;;Foz do Rio Doce;Mata Atlântica;Polígono é uma estimativa dos limites da UC;555636683;14/11/2016 10:48:07;sexta-feira, 11 de novembro de 2016
2.347;0000.32.2347;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESTINGA DE ARACRUZ;Estadual;Reserva Particular do Patrimônio Natural;Category IV;ES;2007;2017;Outros 015- N de 02/05/2007;Convalidação de Ato Legal pretérito: Portaria 001-R de 03/01/2017;ARACRUZ (ES);Não;Não;INSTITUTO ESTADUAL DE MEIO AMBIENTE E RECURSOS HÍDRICOS DO ESPÍRITO SANTO - ES;1;329;329;296;;0;0;0;329;0;0;0;Mata Atlântica;0,0%;Uso Sustentável;0;1;;0;1;1;;;;Foz do Rio Doce;Mata Atlântica;Polígono é uma estimativa dos limites da UC;555636577;14/11/2016 10:49:40;sexta-feira, 11 de novembro de 2016
2.348;0000.32.2348;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL OIUTREM;Estadual;Reserva Particular do Patrimônio Natural;Category IV;ES;2006;2006;Outros 205-S de 27/10/2006;Sem informação.;ALFREDO CHAVES (ES);Não;Não;INSTITUTO ESTADUAL DE MEIO AMBIENTE E RECURSOS HÍDRICOS DO ESPÍRITO SANTO - ES;1;59;59;58;;0;0;0;59;0;0;0;Mata Atlântica;0,0%;Uso Sustentável;0;1;;0;0;0;;;;;Mata Atlântica;Polígono é uma estimativa dos limites da UC;555576401;31/10/2013 12:17:24;segunda-feira, 3 de setembro de 2012
2.350;0000.32.2350;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL BUGIO E COMPANHIA;Estadual;Reserva Particular do Patrimônio Natural;Category IV;ES;2010;2010;Outros 74-S de 19/02/2010;Sem informação.;AFONSO CLÁUDIO (ES);Não;Não;INSTITUTO ESTADUAL DE MEIO AMBIENTE E RECURSOS HÍDRICOS DO ESPÍRITO SANTO - ES;1;7;7;7;;0;0;0;7;0;0;0;Mata Atlântica;0,0%;Uso Sustentável;0;1;;0;0;0;;;;;Mata Atlântica;Polígono é uma estimativa dos limites da UC;555576155;02/10/2013 16:09:07;sexta-feira, 31 de agosto de 2012
2.351;0000.32.2351;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL VOVÓ DINDINHA;Estadual;Reserva Particular do Patrimônio Natural;Category IV;ES;2010;2010;Outros 75-S de 19/02/2010;Sem informação.;AFONSO CLÁUDIO (ES);Não;Não;INSTITUTO ESTADUAL DE MEIO AMBIENTE E RECURSOS HÍDRICOS DO ESPÍRITO SANTO - ES;1;15;15;15;;0;0;0;15;0;0;0;Mata Atlântica;0,0%;Uso Sustentável;0;1;;0;0;0;;;;;Mata Atlântica;Polígono é uma estimativa dos limites da UC;555576281;03/10/2013 18:00:59;segunda-feira, 3 de setembro de 2012
2.352;0000.32.2352;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RANCHO CHAPADÃO;Estadual;Reserva Particular do Patrimônio Natural;Category IV;ES;2010;2010;Outros 73-S de 19/02/2010;Sem informação.;SANTA LEOPOLDINA (ES);Não;Não;INSTITUTO ESTADUAL DE MEIO AMBIENTE E RECURSOS HÍDRICOS DO ESPÍRITO SANTO - ES;1;29;29;29;;0;0;0;29;0;0;0;Mata Atlântica;0,0%;Uso Sustentável;0;1;;0;0;0;;;;;Mata Atlântica;Polígono é uma estimativa dos limites da UC;555576247;31/10/2013 12:18:40;segunda-feira, 3 de setembro de 2012
2.353;0000.32.2353;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL YARA BRUNINI;Estadual;Reserva Particular do Patrimônio Natural;Category IV;ES;2010;2010;Outros 149-S de 05/04/2010;Sem informação.;PIÚMA (ES);Não;Não;INSTITUTO ESTADUAL DE MEIO AMBIENTE E RECURSOS HÍDRICOS DO ESPÍRITO SANTO - ES;1;2;2;2;;0;0;0;2;0;0;0;Mata Atlântica;0,0%;Uso Sustentável;0;1;;0;1;1;;;;;Mata Atlântica;Polígono é uma estimativa dos limites da UC;555576246;09/10/2013 11:48:46;segunda-feira, 3 de setembro de 2012
2.354;0000.32.2354;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ALTO DA SERRA;Estadual;Reserva Particular do Patrimônio Natural;Category IV;ES;2011;2011;Portaria 05 de 02/03/2011;Sem informação.;IÚNA (ES);Não;Não;INSTITUTO ESTADUAL DE MEIO AMBIENTE E RECURSOS HÍDRICOS DO ESPÍRITO SANTO - ES;1;10;10;10;;0;0;0;10;0;0;0;Mata Atlântica;0,0%;Uso Sustentável;0;1;;0;0;0;;;;;Mata Atlântica;Polígono é uma estimativa dos limites da UC;555576312;04/09/2012 16:15:33;quarta-feira, 23 de novembro de 2011
2.355;0000.32.2355;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MATA DO MACUCO;Estadual;Reserva Particular do Patrimônio Natural;Category IV;ES;2010;2010;Outros 151-S de 05/04/2010;Sem informação.;PRESIDENTE KENNEDY (ES);Não;Não;INSTITUTO ESTADUAL DE MEIO AMBIENTE E RECURSOS HÍDRICOS DO ESPÍRITO SANTO - ES;1;75;75;75;;0;0;0;75;0;0;0;Mata Atlântica;0,0%;Uso Sustentável;0;1;;0;1;1;;;;;Mata Atlântica;Polígono é uma estimativa dos limites da UC;555576239;03/10/2013 17:49:49;quinta-feira, 22 de maio de 2014
2.357;0000.32.2357;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL DEBORA;Estadual;Reserva Particular do Patrimônio Natural;Category IV;ES;2010;2010;Portaria 23-R de 30/08/2010;Sem informação.;AFONSO CLÁUDIO (ES);Não;Não;INSTITUTO ESTADUAL DE MEIO AMBIENTE E RECURSOS HÍDRICOS DO ESPÍRITO SANTO - ES;1;120;120;120;;0;0;0;120;0;0;0;Mata Atlântica;0,0%;Uso Sustentável;0;1;;0;0;0;;;;;Mata Atlântica;Polígono é uma estimativa dos limites da UC;555576255;04/09/2012 16:16:34;quarta-feira, 23 de novembro de 2011
2.358;0000.32.2358;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL OLHO D'ÁGUA;Estadual;Reserva Particular do Patrimônio Natural;Category IV;ES;2010;2010;Outros 150 de 05/04/2010;Sem informação.;SANTA TERESA (ES);Não;Não;INSTITUTO ESTADUAL DE MEIO AMBIENTE E RECURSOS HÍDRICOS DO ESPÍRITO SANTO - ES;1;16;16;19;;0;0;0;16;0;0;0;Mata Atlântica;0,0%;Uso Sustentável;0;1;;0;0;0;;;;;Mata Atlântica;Polígono é uma estimativa dos limites da UC;555576460;03/10/2013 17:35:19;segunda-feira, 3 de setembro de 2012
2.360;0000.32.2360;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL VALE DO SOL;Estadual;Reserva Particular do Patrimônio Natural;Category IV;ES;2010;2015;Outros 190-S de 21/05/2010;Ampliação: Portaria 01-R de 18/05/2015;SANTA TERESA (ES);Não;Não;INSTITUTO ESTADUAL DE MEIO AMBIENTE E RECURSOS HÍDRICOS DO ESPÍRITO SANTO - ES;1;70;70;68;;0;0;0;70;0;0;0;Mata Atlântica;0,0%;Uso Sustentável;0;1;;0;0;0;;;;;Mata Atlântica;Polígono é uma estimativa dos limites da UC;555636549;15/02/2016 16:47:26;segunda-feira, 3 de setembro de 2012
2.361;0000.32.2361;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTADUAL CÓRREGO CASCATA;Estadual;Reserva Particular do Patrimônio Natural;Category IV;ES;2011;2011;Portaria 08 de 09/05/2011;Sem informação.;AFONSO CLÁUDIO (ES);Não;Não;INSTITUTO ESTADUAL DE MEIO AMBIENTE E RECURSOS HÍDRICOS DO ESPÍRITO SANTO - ES;1;7;7;7;;0;0;0;7;0;0;0;Mata Atlântica;0,0%;Uso Sustentável;0;1;;0;0;0;;;;;Mata Atlântica;Polígono é uma estimativa dos limites da UC;555576242;04/09/2012 17:21:50;quarta-feira, 23 de novembro de 2011
2.362;0000.32.2362;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL REMY LUIZ ALVES;Estadual;Reserva Particular do Patrimônio Natural;Category IV;ES;2011;2011;Portaria 16-R de 13/07/2011;Sem informação.;MUNIZ FREIRE (ES);Não;Não;INSTITUTO ESTADUAL DE MEIO AMBIENTE E RECURSOS HÍDRICOS DO ESPÍRITO SANTO - ES;1;3;3;3;;0;0;0;3;0;0;0;Mata Atlântica;0,0%;Uso Sustentável;0;1;;0;0;0;;;;;Mata Atlântica;Polígono é uma estimativa dos limites da UC;555576343;05/09/2012 09:39:27;quarta-feira, 23 de novembro de 2011
2.363;0000.32.2363;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SIMONE;Estadual;Reserva Particular do Patrimônio Natural;Category IV;ES;2010;2010;Portaria 020-R de 20/08/2010;Sem informação.;AFONSO CLÁUDIO (ES);Não;Não;INSTITUTO ESTADUAL DE MEIO AMBIENTE E RECURSOS HÍDRICOS DO ESPÍRITO SANTO - ES;1;21;21;21;;0;0;0;21;0;0;0;Mata Atlântica;0,0%;Uso Sustentável;0;1;;0;0;0;;;;;Mata Atlântica;Polígono é uma estimativa dos limites da UC;555576475;09/12/2013 10:58:47;quarta-feira, 23 de novembro de 2011
2.365;0000.32.2365;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MACACO BARBADO;Estadual;Reserva Particular do Patrimônio Natural;Category IV;ES;2011;2011;Portaria 13-R de 30/06/2011;Sem informação.;SANTA MARIA DE JETIBÁ (ES);Não;Não;INSTITUTO ESTADUAL DE MEIO AMBIENTE E RECURSOS HÍDRICOS DO ESPÍRITO SANTO - ES;1;3;3;3;;0;0;0;3;0;0;0;Mata Atlântica;0,0%;Uso Sustentável;0;1;;0;0;0;;;;;Mata Atlântica;Polígono é uma estimativa dos limites da UC;555576474;04/09/2012 16:17:33;quarta-feira, 23 de novembro de 2011
2.366;0000.32.2366;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PAU A PIQUE;Estadual;Reserva Particular do Patrimônio Natural;Category IV;ES;2011;2011;Portaria 06 de 02/03/2011;Sem informação.;SANTA LEOPOLDINA (ES);Não;Não;INSTITUTO ESTADUAL DE MEIO AMBIENTE E RECURSOS HÍDRICOS DO ESPÍRITO SANTO - ES;1;31;31;30;;0;0;0;31;0;0;0;Mata Atlântica;0,0%;Uso Sustentável;0;1;;0;0;0;;;;;Mata Atlântica;Polígono é uma estimativa dos limites da UC;555576214;04/09/2012 16:18:46;quarta-feira, 23 de novembro de 2011
2.367;0000.32.2367;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL TOCA DA ONÇA;Estadual;Reserva Particular do Patrimônio Natural;Category IV;ES;2011;2011;Portaria 07 de 20/04/2011;Sem informação.;IÚNA (ES);Não;Não;INSTITUTO ESTADUAL DE MEIO AMBIENTE E RECURSOS HÍDRICOS DO ESPÍRITO SANTO - ES;1;207;207;204;;0;0;0;207;0;0;0;Mata Atlântica;0,0%;Uso Sustentável;0;1;;0;0;0;;;;;Mata Atlântica;Polígono corresponde ao memorial descritivo;555576362;04/09/2012 16:58:06;quarta-feira, 23 de novembro de 2011
2.577;0000.32.2577;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL BEI CANTONI;Estadual;Reserva Particular do Patrimônio Natural;Category IV;ES;2011;2011;Portaria 10-R de 16/05/2011;Sem informação.;SANTA TERESA (ES);Não;Não;INSTITUTO ESTADUAL DE MEIO AMBIENTE E RECURSOS HÍDRICOS DO ESPÍRITO SANTO - ES;1;4;4;4;;0;0;0;4;0;0;0;Mata Atlântica;0,0%;Uso Sustentável;0;1;;0;0;0;;;;;Mata Atlântica;Polígono corresponde ao memorial descritivo;555576370;03/10/2013 17:28:57;sexta-feira, 31 de agosto de 2012
2.579;0000.32.2579;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CACHOEIRA DA FUMAÇA;Estadual;Reserva Particular do Patrimônio Natural;Category IV;ES;2011;2011;Portaria 32-R de 30/11/2011;Sem informação.;IBITIRAMA (ES);Não;Não;INSTITUTO ESTADUAL DE MEIO AMBIENTE E RECURSOS HÍDRICOS DO ESPÍRITO SANTO - ES;1;45;45;45;;0;0;0;45;0;0;0;Mata Atlântica;0,0%;Uso Sustentável;0;1;;0;0;0;;;;;Mata Atlântica;Polígono corresponde ao memorial descritivo;555576187;01/11/2013 15:01:00;sexta-feira, 31 de agosto de 2012
2.914;0000.32.2914;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PASSOS;Estadual;Reserva Particular do Patrimônio Natural;Category IV;ES;2011;2011;Portaria 20 de 12/08/2011;Sem informação.;AFONSO CLÁUDIO (ES);Não;Não;INSTITUTO ESTADUAL DE MEIO AMBIENTE E RECURSOS HÍDRICOS DO ESPÍRITO SANTO - ES;1;8;8;8;;0;0;0;8;0;0;0;Mata Atlântica;0,0%;Uso Sustentável;0;1;;0;0;0;;;;;Mata Atlântica;Polígono corresponde ao memorial descritivo;555576305;07/11/2013 10:59:04;segunda-feira, 4 de novembro de 2013
2.916;0000.32.2916;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FREISLEBEN;Estadual;Reserva Particular do Patrimônio Natural;Category IV;ES;2011;2011;Portaria 21 de 12/08/2011;Sem informação.;AFONSO CLÁUDIO (ES);Não;Não;INSTITUTO ESTADUAL DE MEIO AMBIENTE E RECURSOS HÍDRICOS DO ESPÍRITO SANTO - ES;1;8;8;8;;0;0;0;8;0;0;0;Mata Atlântica;0,0%;Uso Sustentável;0;1;;0;0;0;;;;;Mata Atlântica;Polígono corresponde ao memorial descritivo;555576447;05/11/2013 15:47:33;segunda-feira, 4 de novembro de 2013
2.917;0000.32.2917;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RANCHO CHAPADAO II;Estadual;Reserva Particular do Patrimônio Natural;Category IV;ES;2011;2011;Portaria 34 de 15/12/2011;Sem informação.;SANTA LEOPOLDINA (ES);Não;Não;INSTITUTO ESTADUAL DE MEIO AMBIENTE E RECURSOS HÍDRICOS DO ESPÍRITO SANTO - ES;1;22;22;22;;0;0;0;22;0;0;0;Mata Atlântica;0,0%;Uso Sustentável;0;1;;0;0;0;;;;;Mata Atlântica;Polígono corresponde ao memorial descritivo;555576411;07/11/2013 10:58:15;segunda-feira, 4 de novembro de 2013
2.918;0000.32.2918;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RIO FUNDO;Estadual;Reserva Particular do Patrimônio Natural;Category IV;ES;2012;2012;Portaria 10 de 16/05/2012;Sem informação.;MARECHAL FLORIANO (ES);Não;Não;INSTITUTO ESTADUAL DE MEIO AMBIENTE E RECURSOS HÍDRICOS DO ESPÍRITO SANTO - ES;1;16;16;16;;0;0;0;16;0;0;0;Mata Atlântica;0,0%;Uso Sustentável;0;1;;0;0;0;;;;;Mata Atlântica;Polígono corresponde ao memorial descritivo;555576341;05/11/2013 15:26:05;segunda-feira, 4 de novembro de 2013
2.934;0000.32.2934;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MEU CANTINHO;Estadual;Reserva Particular do Patrimônio Natural;Category IV;ES;2013;2013;Portaria 13-R de 15/04/2013;Sem informação.;SANTA TERESA (ES);Não;Não;INSTITUTO ESTADUAL DE MEIO AMBIENTE E RECURSOS HÍDRICOS DO ESPÍRITO SANTO - ES;1;3;3;3;;0;0;0;3;0;0;0;Mata Atlântica;0,0%;Uso Sustentável;0;1;;0;0;0;;;;;Mata Atlântica;Polígono corresponde ao memorial descritivo;555576180;04/11/2013 14:15:57;segunda-feira, 4 de novembro de 2013
2.997;0000.32.2997;;RESERVA PARTICULAR DO PATRIMONIO NATURAL PALMARES;Estadual;Reserva Particular do Patrimônio Natural;Category IV;ES;2013;2013;Portaria 13-S de 29/08/2013;Sem informação.;SANTA MARIA DE JETIBÁ (ES);Não;Não;INSTITUTO ESTADUAL DE MEIO AMBIENTE E RECURSOS HÍDRICOS DO ESPÍRITO SANTO - ES;1;17;17;17;;0;0;0;17;0;0;0;Mata Atlântica;0,0%;Uso Sustentável;0;1;;0;0;0;;;;;Mata Atlântica;Polígono corresponde ao memorial descritivo;555636578;15/02/2016 10:56:34;terça-feira, 22 de dezembro de 2015
3.237;0000.32.3237;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL KOEHLER;Estadual;Reserva Particular do Patrimônio Natural;Category IV;ES;2015;2017;Portaria 002/2015 de 01/07/2015;Ampliação: Portaria 005-R de 19/06/2017;DOMINGOS MARTINS (ES) - MARECHAL FLORIANO (ES);Não;Não;INSTITUTO ESTADUAL DE MEIO AMBIENTE E RECURSOS HÍDRICOS DO ESPÍRITO SANTO - ES;1;4;4;4;;0;0;0;4;0;0;0;Mata Atlântica;0,0%;Uso Sustentável;0;1;;0;0;0;;;;;Mata Atlântica;Polígono corresponde ao memorial descritivo;555636559;15/02/2016 10:37:55;sexta-feira, 12 de fevereiro de 2016
3.260;0000.32.3260;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PEDRA DAS FLORES;Estadual;Reserva Particular do Patrimônio Natural;Category IV;ES;2015;2015;Portaria 003-R de 15/07/2015;Sem informação.;DOMINGOS MARTINS (ES);Não;Não;INSTITUTO ESTADUAL DE MEIO AMBIENTE E RECURSOS HÍDRICOS DO ESPÍRITO SANTO - ES;1;2;2;2;;0;0;0;2;0;0;0;Mata Atlântica;0,0%;Uso Sustentável;0;1;;0;0;0;;;;;Mata Atlântica;Polígono corresponde ao memorial descritivo;555636495;14/11/2016 11:06:21;sexta-feira, 11 de novembro de 2016
3.261;0000.32.3261;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL DOM PEDRO;Estadual;Reserva Particular do Patrimônio Natural;Category IV;ES;2013;2013;Portaria 10-R de 13/03/2013;Sem informação.;SANTA TERESA (ES);Não;Não;INSTITUTO ESTADUAL DE MEIO AMBIENTE E RECURSOS HÍDRICOS DO ESPÍRITO SANTO - ES;1;3;3;3;;0;0;0;3;0;0;0;Mata Atlântica;0,0%;Uso Sustentável;0;1;;0;0;0;;;;;Mata Atlântica;Polígono corresponde ao memorial descritivo;555636611;15/02/2016 10:47:04;sexta-feira, 12 de fevereiro de 2016
3.262;0000.32.3262;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL LINDA SOFIA;Estadual;Reserva Particular do Patrimônio Natural;Category IV;ES;2013;2013;Portaria 11-R de 13/03/2013;Sem informação.;SANTA TERESA (ES);Não;Não;INSTITUTO ESTADUAL DE MEIO AMBIENTE E RECURSOS HÍDRICOS DO ESPÍRITO SANTO - ES;1;4;4;4;;0;0;0;4;0;0;0;Mata Atlântica;0,0%;Uso Sustentável;0;1;;0;0;0;;;;;Mata Atlântica;Polígono corresponde ao memorial descritivo;555636563;15/02/2016 10:47:51;sexta-feira, 12 de fevereiro de 2016
3.263;0000.32.3263;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL OLÍVIO DALEPRANE;Estadual;Reserva Particular do Patrimônio Natural;Category IV;ES;2013;2013;Portaria 15-R de 24/04/2013;Sem informação.;SANTA TERESA (ES);Não;Não;INSTITUTO ESTADUAL DE MEIO AMBIENTE E RECURSOS HÍDRICOS DO ESPÍRITO SANTO - ES;1;4;4;4;;0;0;0;4;0;0;0;Mata Atlântica;0,0%;Uso Sustentável;0;1;;0;0;0;;;;;Mata Atlântica;Polígono corresponde ao memorial descritivo;555636583;15/02/2016 10:48:30;sexta-feira, 12 de fevereiro de 2016
3.451;0000.32.3451;;RESERVA PARTICULAR DO PATRIMÔNIO NATARUAL URUÇU CAPIXABA;Estadual;Reserva Particular do Patrimônio Natural;Category IV;ES;2016;2016;Portaria 03-R de 29/03/2016;Sem informação.;DOMINGOS MARTINS (ES);Não;Não;INSTITUTO ESTADUAL DE MEIO AMBIENTE E RECURSOS HÍDRICOS DO ESPÍRITO SANTO - ES;1;4;4;4;;0;0;0;4;0;0;0;Mata Atlântica;0,0%;Uso Sustentável;0;1;;0;0;0;;;;;Mata Atlântica;Polígono é uma estimativa dos limites da UC;555636571;14/11/2016 11:03:25;sexta-feira, 11 de novembro de 2016
3.452;0000.32.3452;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL BARRO BRANCO;Estadual;Reserva Particular do Patrimônio Natural;Category IV;ES;2016;2016;Portaria 001- R de 21/01/2016;Sem informação.;GUAÇUÍ (ES);Não;Não;INSTITUTO ESTADUAL DE MEIO AMBIENTE E RECURSOS HÍDRICOS DO ESPÍRITO SANTO - ES;1;76;76;76;;0;0;0;76;0;0;0;Mata Atlântica;0,0%;Uso Sustentável;0;1;;0;0;0;;;;;Mata Atlântica;Polígono é uma estimativa dos limites da UC;555636493;14/11/2016 11:02:17;sexta-feira, 11 de novembro de 2016
3.453;0000.32.3453;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL DOIS IRMÃOS;Estadual;Reserva Particular do Patrimônio Natural;Category IV;ES;2016;2016;Portaria 007-R de 18/07/2016;Sem informação.;SANTA LEOPOLDINA (ES);Não;Não;INSTITUTO ESTADUAL DE MEIO AMBIENTE E RECURSOS HÍDRICOS DO ESPÍRITO SANTO - ES;1;2;2;2;;0;0;0;2;0;0;0;Mata Atlântica;0,0%;Uso Sustentável;0;1;;0;0;0;;;;;Mata Atlântica;Polígono é uma estimativa dos limites da UC;555636619;14/11/2016 11:00:34;sexta-feira, 11 de novembro de 2016
3.454;0000.32.3454;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PEDRA DA LAJINHA;Estadual;Reserva Particular do Patrimônio Natural;Category IV;ES;2016;2016;Portaria 002-R de 29/03/2016;Sem informação.;AFONSO CLÁUDIO (ES);Não;Não;INSTITUTO ESTADUAL DE MEIO AMBIENTE E RECURSOS HÍDRICOS DO ESPÍRITO SANTO - ES;1;52;52;51;;0;0;0;52;0;0;0;Mata Atlântica;0,0%;Uso Sustentável;0;1;;0;0;0;;;;;Mata Atlântica;Polígono é uma estimativa dos limites da UC;555636572;14/11/2016 10:52:24;sexta-feira, 11 de novembro de 2016
3.455;0000.32.3455;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL DUTRA PIMENTA;Estadual;Reserva Particular do Patrimônio Natural;Category IV;ES;2016;2016;Portaria 004-R de 17/05/2016;Sem informação.;AFONSO CLÁUDIO (ES);Não;Não;INSTITUTO ESTADUAL DE MEIO AMBIENTE E RECURSOS HÍDRICOS DO ESPÍRITO SANTO - ES;1;14;14;14;;0;0;0;14;0;0;0;Mata Atlântica;0,0%;Uso Sustentável;0;1;;0;0;0;;;;;Mata Atlântica;Polígono é uma estimativa dos limites da UC;555636550;14/11/2016 10:57:57;sexta-feira, 11 de novembro de 2016
3.456;0000.32.3456;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL BOA FÉ;Estadual;Reserva Particular do Patrimônio Natural;Category IV;ES;2016;2016;Portaria 005-R de 17/05/2016;Sem informação.;AFONSO CLÁUDIO (ES);Não;Não;INSTITUTO ESTADUAL DE MEIO AMBIENTE E RECURSOS HÍDRICOS DO ESPÍRITO SANTO - ES;1;14;14;14;;0;0;0;14;0;0;0;Mata Atlântica;0,0%;Uso Sustentável;0;1;;0;0;0;;;;;Mata Atlântica;Polígono é uma estimativa dos limites da UC;555636490;14/11/2016 10:54:42;sexta-feira, 11 de novembro de 2016
3.457;0000.32.3457;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ALTO GURURU;Estadual;Reserva Particular do Patrimônio Natural;Category IV;ES;2016;2016;Portaria 010- R de 05/10/2016;Sem informação.;ALFREDO CHAVES (ES);Não;Não;INSTITUTO ESTADUAL DE MEIO AMBIENTE E RECURSOS HÍDRICOS DO ESPÍRITO SANTO - ES;1;5;5;5;;0;0;0;5;0;0;0;Mata Atlântica;0,0%;Uso Sustentável;0;1;;0;0;0;;;;;Mata Atlântica;Polígono é uma estimativa dos limites da UC;555636569;14/11/2016 10:46:01;sexta-feira, 11 de novembro de 2016
